DATE, OPEN, HIGH, LOW, CLOSE, VOL, OI, P, R, RINFO
19900205,83125.0000,83400.0000,82875.0000,83350.0000,162575,539840,0,0,0.0000
19900206,83225.0000,83225.0000,82275.0000,82562.5000,219965,541210,0,0,0.0000
19900207,82000.0000,83975.0000,81837.5000,83950.0000,318720,550145,0,0,0.0000
19900208,83925.0000,84575.0000,83325.0000,83825.0000,287905,544515,0,0,0.0000
19900209,83950.0000,84125.0000,83400.0000,83600.0000,200055,535270,0,0,0.0000
19900212,83550.0000,83700.0000,82612.5000,82687.5000,260920,526550,0,0,0.0000
19900213,82850.0000,83375.0000,82125.0000,83162.5000,277470,536890,0,0,0.0000
19900214,83075.0000,83700.0000,82875.0000,83325.0000,226035,526355,0,0,0.0000
19900215,83300.0000,84112.5000,83200.0000,84037.5000,194890,518900,0,0,0.0000
19900216,84000.0000,84150.0000,83225.0000,83300.0000,158185,508790,0,0,0.0000
19900220,82050.0000,82575.0000,81625.0000,82187.5000,243035,532725,0,0,0.0000
19900221,81437.5000,82412.5000,81375.0000,82325.0000,255365,533055,0,0,0.0000
19900222,82450.0000,83050.0000,81500.0000,81687.5000,287805,516555,0,0,0.0000
19900223,81000.0000,81800.0000,80625.0000,81375.0000,285055,519605,0,0,0.0000
19900226,81425.0000,82500.0000,81250.0000,82462.5000,288175,517535,0,0,0.0000
19900227,82300.0000,83300.0000,82287.5000,82837.5000,315365,497595,0,0,0.0000
19900228,82750.0000,83700.0000,82725.0000,83237.5000,309160,483645,0,0,0.0000
19900301,83125.0000,83875.0000,82887.5000,83450.0000,294680,472365,0,0,0.0000
19900302,83512.5000,84112.5000,83375.0000,83975.0000,259785,444930,0,0,0.0000
19900305,83887.5000,84325.0000,83387.5000,83625.0000,289955,410120,0,0,0.0000
19900306,83625.0000,84825.0000,83450.0000,84800.0000,301520,378255,0,0,0.0000
19900307,84900.0000,84937.5000,84125.0000,84237.5000,309525,353545,199006,199006,0.0000
19900308,85400.0000,86425.0000,85275.0000,86125.0000,290350,349670,0,0,900.0000
19900309,85812.5000,86237.5000,85175.0000,85512.5000,312555,387190,0,0,0.0000
19900312,85275.0000,85975.0000,85012.5000,85662.5000,250760,416175,0,0,0.0000
19900313,85375.0000,85700.0000,84725.0000,84887.5000,339020,464965,0,0,0.0000
19900314,84950.0000,85562.5000,84637.5000,85337.5000,316155,492325,0,0,0.0000
19900315,85337.5000,85875.0000,85162.5000,85550.0000,291975,523785,0,0,0.0000
19900316,85925.0000,86537.5000,85825.0000,86312.5000,215365,530595,0,0,0.0000
19900319,85900.0000,86950.0000,85625.0000,86900.0000,206780,533695,0,0,0.0000
19900320,86675.0000,87287.5000,86012.5000,86400.0000,271010,541420,0,0,0.0000
19900321,86575.0000,86675.0000,85500.0000,85550.0000,182400,540750,0,0,0.0000
19900322,85550.0000,85950.0000,84075.0000,84775.0000,263390,555140,0,0,0.0000
19900323,85000.0000,85350.0000,84737.5000,85200.0000,178575,550565,0,0,0.0000
19900326,85625.0000,85962.5000,85250.0000,85437.5000,154090,548365,0,0,0.0000
19900327,85350.0000,86487.5000,85062.5000,86387.5000,189690,538550,0,0,0.0000
19900328,86300.0000,86687.5000,85937.5000,86475.0000,175475,550900,0,0,0.0000
19900329,86100.0000,86387.5000,85650.0000,85975.0000,174335,545595,0,0,0.0000
19900330,85900.0000,86325.0000,85275.0000,85362.5000,195335,545860,0,0,0.0000
19900402,84650.0000,85550.0000,84650.0000,85475.0000,200845,556315,0,0,0.0000
19900403,85562.5000,86975.0000,85512.5000,86837.5000,241080,547920,0,0,0.0000
19900404,86900.0000,86950.0000,85750.0000,85800.0000,223845,541755,0,0,0.0000
19900405,86175.0000,86662.5000,85812.5000,86062.5000,183140,536550,0,0,0.0000
19900406,86075.0000,86300.0000,85350.0000,85925.0000,182780,544070,0,0,0.0000
19900409,85750.0000,86312.5000,85750.0000,86100.0000,134525,539400,0,0,0.0000
19900410,86000.0000,86462.5000,85812.5000,86075.0000,142950,538025,0,0,0.0000
19900411,86225.0000,86575.0000,85875.0000,86300.0000,148750,535210,0,0,0.0000
19900412,86300.0000,87087.5000,86300.0000,87025.0000,137430,542365,0,0,0.0000
19900416,87375.0000,87700.0000,86550.0000,86712.5000,204500,550850,0,0,0.0000
19900417,86125.0000,86975.0000,85975.0000,86800.0000,197920,552375,0,0,0.0000
19900418,86950.0000,86975.0000,85450.0000,85725.0000,230785,553830,0,0,0.0000
19900419,85500.0000,85775.0000,84800.0000,84900.0000,216765,554525,0,0,0.0000
19900420,84850.0000,85112.5000,83625.0000,84100.0000,274985,570135,0,0,0.0000
19900423,83825.0000,83950.0000,82925.0000,83162.5000,245530,584070,0,0,0.0000
19900424,83425.0000,83800.0000,82800.0000,83112.5000,219960,580100,0,0,0.0000
19900425,83575.0000,83725.0000,83062.5000,83562.5000,205345,582615,0,0,0.0000
19900426,83762.5000,83950.0000,82975.0000,83825.0000,232175,582680,0,0,0.0000
19900427,83775.0000,83875.0000,82150.0000,82212.5000,259095,586030,0,0,0.0000
19900430,82312.5000,83225.0000,82150.0000,83025.0000,214370,588915,0,0,0.0000
19900501,83250.0000,83625.0000,82937.5000,83412.5000,231435,588940,0,0,0.0000
19900502,83275.0000,84275.0000,83250.0000,84237.5000,225535,582170,0,0,0.0000
19900503,84287.5000,84725.0000,84050.0000,84287.5000,189950,577715,0,0,0.0000
19900504,84525.0000,85150.0000,84062.5000,84975.0000,239975,579365,0,0,0.0000
19900507,84862.5000,85650.0000,84775.0000,85625.0000,193885,569760,0,0,0.0000
19900508,85550.0000,86337.5000,85312.5000,86275.0000,181675,570775,0,0,0.0000
19900509,86075.0000,86300.0000,85525.0000,86237.5000,198965,573110,0,0,0.0000
19900510,86250.0000,86737.5000,86025.0000,86262.5000,206610,568945,0,0,0.0000
19900511,86637.5000,88637.5000,86600.0000,88562.5000,314095,571370,0,0,0.0000
19900514,88812.5000,90250.0000,88525.0000,89225.0000,351850,566750,0,0,0.0000
19900515,88875.0000,89287.5000,88700.0000,89125.0000,226235,557450,0,0,0.0000
19900516,89100.0000,89175.0000,88287.5000,88837.5000,213660,553945,0,0,0.0000
19900517,89050.0000,89700.0000,88775.0000,88987.5000,231630,541355,0,0,0.0000
19900518,88812.5000,88937.5000,88375.0000,88900.0000,199235,533995,0,0,0.0000
19900521,88850.0000,90237.5000,88725.0000,89750.0000,236885,538145,0,0,0.0000
19900522,90250.0000,90425.0000,89250.0000,90200.0000,276310,529290,0,0,0.0000
19900523,89875.0000,90200.0000,89525.0000,90187.5000,195805,517120,0,0,0.0000
19900524,90250.0000,90275.0000,89675.0000,89962.5000,173095,508785,0,0,0.0000
19900525,89500.0000,89575.0000,88700.0000,88837.5000,148325,509320,0,0,0.0000
19900529,88912.5000,90850.0000,88862.5000,90650.0000,236495,498930,0,0,0.0000
19900530,90900.0000,90975.0000,90175.0000,90750.0000,239620,485375,0,0,0.0000
19900531,90437.5000,90825.0000,90325.0000,90437.5000,220175,462870,0,0,0.0000
19900601,90950.0000,91075.0000,90450.0000,90887.5000,229515,454575,0,0,0.0000
19900604,90875.0000,92337.5000,90700.0000,92187.5000,249670,435160,0,0,0.0000
19900605,92187.5000,92475.0000,91587.5000,91937.5000,294730,403000,0,0,0.0000
19900606,91850.0000,91925.0000,91325.0000,91487.5000,248030,374110,0,0,0.0000
19900607,91700.0000,91750.0000,90462.5000,90975.0000,300515,329775,199009,199009,0.0000
19900608,92175.0000,92350.0000,90625.0000,91112.5000,316975,350610,0,0,1225.0000
19900611,91000.0000,91975.0000,90875.0000,91950.0000,301825,387600,0,0,0.0000
19900612,91750.0000,93375.0000,91550.0000,92900.0000,317225,422140,0,0,0.0000
19900613,92700.0000,93312.5000,92325.0000,92600.0000,336245,462975,0,0,0.0000
19900614,92500.0000,92525.0000,91650.0000,92125.0000,293375,496190,0,0,0.0000
19900615,91775.0000,92275.0000,91425.0000,91987.5000,181910,511775,0,0,0.0000
19900618,91675.0000,91800.0000,90287.5000,90475.0000,228515,505820,0,0,0.0000
19900619,90450.0000,91062.5000,90112.5000,90900.0000,209715,514485,0,0,0.0000
19900620,90925.0000,91325.0000,90337.5000,91100.0000,183185,508520,0,0,0.0000
19900621,91325.0000,91750.0000,90525.0000,91725.0000,181375,517750,0,0,0.0000
19900622,91762.5000,92112.5000,89625.0000,90037.5000,196595,510085,0,0,0.0000
19900625,89975.0000,90237.5000,88950.0000,89400.0000,210795,507870,0,0,0.0000
19900626,89875.0000,90212.5000,88875.0000,88987.5000,219065,510515,0,0,0.0000
19900627,88950.0000,90175.0000,88750.0000,89862.5000,225865,520020,0,0,0.0000
19900628,89925.0000,90612.5000,89787.5000,90537.5000,172235,520025,0,0,0.0000
19900629,90350.0000,90975.0000,90275.0000,90587.5000,160895,511015,0,0,0.0000
19900702,90625.0000,91125.0000,90350.0000,91100.0000,126070,521555,0,0,0.0000
19900703,91050.0000,91325.0000,90900.0000,91000.0000,87075,520515,0,0,0.0000
19900705,90750.0000,90750.0000,89550.0000,89950.0000,159175,527605,0,0,0.0000
19900706,89550.0000,90837.5000,89500.0000,90562.5000,168425,535890,0,0,0.0000
19900709,90475.0000,91125.0000,90375.0000,90775.0000,148015,525240,0,0,0.0000
19900710,90712.5000,91012.5000,89850.0000,90125.0000,160620,517600,0,0,0.0000
19900711,90312.5000,91425.0000,90175.0000,91350.0000,184475,527750,0,0,0.0000
19900712,91200.0000,92412.5000,90987.5000,92362.5000,223250,530215,0,0,0.0000
19900713,92337.5000,93450.0000,92337.5000,92725.0000,231580,545595,0,0,0.0000
19900716,92900.0000,93425.0000,92625.0000,93075.0000,169330,542370,0,0,0.0000
19900717,93125.0000,93275.0000,92000.0000,92600.0000,203155,548070,0,0,0.0000
19900718,92375.0000,92525.0000,91475.0000,91787.5000,208835,556575,0,0,0.0000
19900719,91625.0000,92187.5000,91037.5000,92112.5000,197880,551455,0,0,0.0000
19900720,92125.0000,92475.0000,91000.0000,91200.0000,185940,546165,0,0,0.0000
19900723,90875.0000,90950.0000,88100.0000,89450.0000,282015,550715,0,0,0.0000
19900724,89450.0000,89587.5000,88375.0000,89412.5000,217945,549545,0,0,0.0000
19900725,89475.0000,90125.0000,89275.0000,89912.5000,164350,556270,0,0,0.0000
19900726,89700.0000,90087.5000,88950.0000,89562.5000,177055,549310,0,0,0.0000
19900727,89450.0000,89625.0000,88550.0000,88875.0000,175470,556495,0,0,0.0000
19900730,88625.0000,89650.0000,88275.0000,89562.5000,196230,561815,0,0,0.0000
19900731,89562.5000,90112.5000,88850.0000,89650.0000,192720,560065,0,0,0.0000
19900801,89375.0000,89950.0000,88950.0000,89362.5000,185455,549845,0,0,0.0000
19900802,88575.0000,88975.0000,87750.0000,88475.0000,225185,564175,0,0,0.0000
19900803,87000.0000,88000.0000,84375.0000,86662.5000,272565,561810,0,0,0.0000
19900806,83662.5000,85412.5000,83450.0000,83600.0000,212905,594460,0,0,0.0000
19900807,85000.0000,85250.0000,83375.0000,84300.0000,258160,602270,0,0,0.0000
19900808,84125.0000,85325.0000,84125.0000,84887.5000,193180,604250,0,0,0.0000
19900809,85000.0000,85562.5000,84700.0000,85350.0000,160810,598150,0,0,0.0000
19900810,85300.0000,85300.0000,83775.0000,84325.0000,202270,603080,0,0,0.0000
19900813,84050.0000,85175.0000,83375.0000,84950.0000,218675,595450,0,0,0.0000
19900814,84950.0000,85750.0000,84625.0000,85187.5000,214000,595235,0,0,0.0000
19900815,86000.0000,86175.0000,85250.0000,85412.5000,208710,596735,0,0,0.0000
19900816,84625.0000,84975.0000,82875.0000,82937.5000,243645,600365,0,0,0.0000
19900817,82675.0000,83100.0000,81125.0000,82162.5000,288860,603730,0,0,0.0000
19900820,82375.0000,82975.0000,82200.0000,82425.0000,208165,601670,0,0,0.0000
19900821,81575.0000,81650.0000,79425.0000,80875.0000,317465,595530,0,0,0.0000
19900822,81075.0000,81325.0000,79275.0000,79300.0000,321465,563965,0,0,0.0000
19900823,76300.0000,78275.0000,76300.0000,76562.5000,302815,599870,0,0,0.0000
19900824,78187.5000,78300.0000,76625.0000,78250.0000,267915,609795,0,0,0.0000
19900827,80500.0000,81225.0000,79500.0000,80700.0000,249490,597210,0,0,0.0000
19900828,80200.0000,80812.5000,80125.0000,80662.5000,207360,598105,0,0,0.0000
19900829,80550.0000,81775.0000,80312.5000,80962.5000,248645,601270,0,0,0.0000
19900830,81050.0000,81237.5000,79500.0000,79637.5000,251225,590390,0,0,0.0000
19900831,79750.0000,80662.5000,79150.0000,80637.5000,196135,586945,0,0,0.0000
19900904,79750.0000,81100.0000,79750.0000,81062.5000,210020,571100,0,0,0.0000
19900905,80975.0000,81375.0000,80350.0000,81212.5000,256250,556330,0,0,0.0000
19900906,80950.0000,81100.0000,79800.0000,80187.5000,256770,541655,199012,199012,0.0000
19900907,80775.0000,82125.0000,80775.0000,81850.0000,249090,229920,0,0,837.5000
19900910,83000.0000,83050.0000,81000.0000,81275.0000,278615,261930,0,0,0.0000
19900911,81400.0000,81625.0000,80875.0000,81350.0000,297870,296835,0,0,0.0000
19900912,81500.0000,81550.0000,80750.0000,81425.0000,315160,347275,0,0,0.0000
19900913,81500.0000,81600.0000,80287.5000,80475.0000,397605,435530,0,0,0.0000
19900914,80000.0000,80150.0000,79425.0000,79862.5000,358865,506170,0,0,0.0000
19900917,79375.0000,80375.0000,79375.0000,80275.0000,307005,559480,0,0,0.0000
19900918,79637.5000,80600.0000,79250.0000,80400.0000,344375,598305,0,0,0.0000
19900919,80500.0000,80550.0000,79600.0000,79675.0000,353475,650685,0,0,0.0000
19900920,79250.0000,79412.5000,78125.0000,78600.0000,364175,708220,0,0,0.0000
19900921,78700.0000,78900.0000,77562.5000,78650.0000,255335,719585,0,0,0.0000
19900924,78250.0000,78250.0000,76275.0000,76825.0000,282720,745370,0,0,0.0000
19900925,77375.0000,77887.5000,76762.5000,77825.0000,225405,727500,0,0,0.0000
19900926,77787.5000,77925.0000,76350.0000,77075.0000,260200,730125,0,0,0.0000
19900927,77700.0000,77850.0000,75225.0000,75675.0000,293320,743800,0,0,0.0000
19900928,74425.0000,77075.0000,74325.0000,76687.5000,277265,743150,0,0,0.0000
19901001,77500.0000,79625.0000,77200.0000,79562.5000,317225,746220,0,0,0.0000
19901002,79850.0000,80875.0000,79387.5000,79587.5000,294090,716075,0,0,0.0000
19901003,79475.0000,79975.0000,78200.0000,78425.0000,254195,732150,0,0,0.0000
19901004,78250.0000,79200.0000,77800.0000,78825.0000,235980,728115,0,0,0.0000
19901005,77575.0000,79575.0000,77050.0000,78712.5000,263005,730940,0,0,0.0000
19901008,79500.0000,79600.0000,78775.0000,79350.0000,142780,731980,0,0,0.0000
19901009,78500.0000,78637.5000,76250.0000,76437.5000,240625,726445,0,0,0.0000
19901010,76850.0000,77325.0000,74975.0000,75550.0000,309970,727715,0,0,0.0000
19901011,75500.0000,76075.0000,73900.0000,74337.5000,291875,735110,0,0,0.0000
19901012,74787.5000,76062.5000,74375.0000,75425.0000,272810,738170,0,0,0.0000
19901015,75750.0000,76875.0000,74250.0000,76500.0000,285145,744290,0,0,0.0000
19901016,76500.0000,76725.0000,74862.5000,75312.5000,273115,742205,0,0,0.0000
19901017,75150.0000,76050.0000,74875.0000,75150.0000,277405,739870,0,0,0.0000
19901018,75525.0000,77125.0000,75387.5000,77037.5000,309345,739035,0,0,0.0000
19901019,78287.5000,78487.5000,77550.0000,78262.5000,279525,733435,0,0,0.0000
19901022,78312.5000,79662.5000,78100.0000,78875.0000,251780,723460,0,0,0.0000
19901023,78925.0000,79375.0000,78250.0000,78450.0000,216310,710710,0,0,0.0000
19901024,78125.0000,78975.0000,77975.0000,78862.5000,195630,721750,0,0,0.0000
19901025,78800.0000,78950.0000,77725.0000,77850.0000,208565,719700,0,0,0.0000
19901026,77300.0000,77625.0000,76437.5000,76562.5000,199890,719420,0,0,0.0000
19901029,76700.0000,77375.0000,75350.0000,76000.0000,265615,726655,0,0,0.0000
19901030,75875.0000,76650.0000,75050.0000,76550.0000,289680,723335,0,0,0.0000
19901031,76850.0000,76975.0000,75812.5000,76700.0000,224940,725885,0,0,0.0000
19901101,76450.0000,77350.0000,75600.0000,77112.5000,241530,742775,0,0,0.0000
19901102,77100.0000,78462.5000,77025.0000,78300.0000,217140,743720,0,0,0.0000
19901105,78500.0000,79150.0000,78175.0000,78850.0000,219360,730615,0,0,0.0000
19901106,78800.0000,79212.5000,77900.0000,77950.0000,238710,729110,0,0,0.0000
19901107,78025.0000,78187.5000,76700.0000,76812.5000,245820,730885,0,0,0.0000
19901108,76812.5000,77962.5000,76450.0000,77450.0000,277660,735965,0,0,0.0000
19901109,77950.0000,79100.0000,77537.5000,78887.5000,252500,727845,0,0,0.0000
19901112,79300.0000,80350.0000,79275.0000,80125.0000,229450,732120,0,0,0.0000
19901113,80000.0000,80350.0000,79550.0000,79787.5000,236390,732665,0,0,0.0000
19901114,79775.0000,80937.5000,79600.0000,80425.0000,267000,719580,0,0,0.0000
19901115,80125.0000,80275.0000,79250.0000,79512.5000,236000,702955,0,0,0.0000
19901116,79950.0000,80200.0000,78950.0000,79825.0000,296530,705440,0,0,0.0000
19901119,80125.0000,80362.5000,79737.5000,80287.5000,237975,682980,0,0,0.0000
19901120,80225.0000,80350.0000,79125.0000,79200.0000,241685,684785,0,0,0.0000
19901121,79500.0000,79625.0000,78350.0000,79462.5000,211230,672190,0,0,0.0000
19901123,79350.0000,79775.0000,78812.5000,78875.0000,86475,669320,0,0,0.0000
19901126,78250.0000,79625.0000,77850.0000,79550.0000,252935,654515,0,0,0.0000
19901127,79450.0000,80000.0000,79062.5000,79912.5000,284815,641415,0,0,0.0000
19901128,79800.0000,80312.5000,79575.0000,79812.5000,263555,618395,0,0,0.0000
19901129,79612.5000,79812.5000,78787.5000,79187.5000,270930,619870,0,0,0.0000
19901130,79187.5000,81225.0000,79025.0000,81012.5000,361980,605775,0,0,0.0000
19901203,81375.0000,81487.5000,80875.0000,81100.0000,288850,583450,0,0,0.0000
19901204,81000.0000,82250.0000,80650.0000,82050.0000,303065,582030,0,0,0.0000
19901205,81850.0000,83000.0000,81550.0000,82950.0000,306610,547565,0,0,0.0000
19901206,83875.0000,83875.0000,82275.0000,82625.0000,360205,536215,199103,199103,0.0000
19901207,83200.0000,83312.5000,82350.0000,82725.0000,338110,298765,0,0,750.0000
19901210,82625.0000,83225.0000,82300.0000,83062.5000,282350,334935,0,0,0.0000
19901211,82962.5000,82987.5000,82200.0000,82787.5000,272290,367955,0,0,0.0000
19901212,82650.0000,83637.5000,82537.5000,83525.0000,356100,415545,0,0,0.0000
19901213,83437.5000,83587.5000,82925.0000,83125.0000,314380,480335,0,0,0.0000
19901214,82800.0000,82825.0000,81950.0000,82412.5000,382825,534940,0,0,0.0000
19901217,82025.0000,82350.0000,81825.0000,82287.5000,246280,553035,0,0,0.0000
19901218,82375.0000,83625.0000,82287.5000,83275.0000,302855,592405,0,0,0.0000
19901219,83075.0000,83362.5000,82900.0000,82975.0000,286635,622175,0,0,0.0000
19901220,81812.5000,83287.5000,81812.5000,83212.5000,335095,663280,0,0,0.0000
19901221,83375.0000,83725.0000,83075.0000,83687.5000,151350,673395,0,0,0.0000
19901224,83400.0000,83437.5000,82725.0000,82800.0000,56180,671925,0,0,0.0000
19901226,83000.0000,83687.5000,83000.0000,83437.5000,72105,682435,0,0,0.0000
19901227,83225.0000,83475.0000,82475.0000,82700.0000,76255,676930,0,0,0.0000
19901228,82675.0000,82950.0000,82250.0000,82912.5000,79685,675045,0,0,0.0000
19901231,82975.0000,83025.0000,82387.5000,82662.5000,58230,680190,0,0,0.0000
19910102,82650.0000,83400.0000,81675.0000,81712.5000,173020,692410,0,0,0.0000
19910103,81950.0000,82087.5000,80875.0000,81037.5000,211765,685875,0,0,0.0000
19910104,81200.0000,81275.0000,80000.0000,80812.5000,237650,677205,0,0,0.0000
19910107,80000.0000,80475.0000,79300.0000,79387.5000,263475,699360,0,0,0.0000
19910108,79500.0000,79825.0000,78850.0000,79300.0000,302475,701665,0,0,0.0000
19910109,79750.0000,80800.0000,77500.0000,78162.5000,322710,710020,0,0,0.0000
19910110,78750.0000,79125.0000,78225.0000,79000.0000,195790,697985,0,0,0.0000
19910111,78875.0000,79150.0000,78625.0000,79050.0000,131120,697605,0,0,0.0000
19910114,78250.0000,78625.0000,77450.0000,78587.5000,202620,704535,0,0,0.0000
19910115,78525.0000,78675.0000,78150.0000,78587.5000,144105,695505,0,0,0.0000
19910116,78400.0000,79750.0000,78350.0000,79537.5000,196120,688155,0,0,0.0000
19910117,82500.0000,83750.0000,80787.5000,83000.0000,309220,718265,0,0,0.0000
19910118,82562.5000,83575.0000,82325.0000,83475.0000,299730,692990,0,0,0.0000
19910121,82875.0000,83425.0000,82662.5000,83237.5000,150740,703810,0,0,0.0000
19910122,83025.0000,83212.5000,82175.0000,82462.5000,217660,714805,0,0,0.0000
19910123,82625.0000,83175.0000,82400.0000,82850.0000,172715,720895,0,0,0.0000
19910124,83137.5000,84350.0000,83125.0000,84200.0000,222390,718760,0,0,0.0000
19910125,84125.0000,84625.0000,83712.5000,84475.0000,219895,718880,0,0,0.0000
19910128,84425.0000,84675.0000,84100.0000,84187.5000,150815,722185,0,0,0.0000
19910129,84075.0000,84225.0000,83775.0000,84175.0000,158455,717620,0,0,0.0000
19910130,84250.0000,85612.5000,84250.0000,85562.5000,252215,714000,0,0,0.0000
19910131,85450.0000,86200.0000,85362.5000,86162.5000,207980,720000,0,0,0.0000
19910201,85750.0000,86425.0000,85162.5000,85850.0000,261010,739475,0,0,0.0000
19910204,85825.0000,87525.0000,85800.0000,87237.5000,266840,726380,0,0,0.0000
19910205,87187.5000,88225.0000,87000.0000,88200.0000,318830,739105,0,0,0.0000
19910206,87950.0000,90000.0000,87700.0000,89962.5000,362950,751265,0,0,0.0000
19910207,90125.0000,91250.0000,89125.0000,89475.0000,391595,769070,0,0,0.0000
19910208,89325.0000,90250.0000,89200.0000,90175.0000,244775,768515,0,0,0.0000
19910211,90250.0000,92625.0000,90175.0000,92475.0000,341685,766090,0,0,0.0000
19910212,92187.5000,93000.0000,91525.0000,91575.0000,363050,771175,0,0,0.0000
19910213,91625.0000,92812.5000,91425.0000,92562.5000,259375,777065,0,0,0.0000
19910214,92500.0000,92975.0000,90850.0000,91337.5000,286275,765310,0,0,0.0000
19910215,91525.0000,92750.0000,91250.0000,92362.5000,273955,761155,0,0,0.0000
19910219,92250.0000,92887.5000,91875.0000,92537.5000,271030,749240,0,0,0.0000
19910220,92125.0000,92125.0000,91287.5000,91625.0000,260690,743275,0,0,0.0000
19910221,91775.0000,92075.0000,91250.0000,91475.0000,223480,740890,0,0,0.0000
19910222,91150.0000,93175.0000,91125.0000,91712.5000,307545,734155,0,0,0.0000
19910225,92750.0000,92812.5000,91375.0000,92012.5000,279125,729905,0,0,0.0000
19910226,91500.0000,91662.5000,90712.5000,90950.0000,298235,712455,0,0,0.0000
19910227,91125.0000,92400.0000,90912.5000,92275.0000,317760,695275,0,0,0.0000
19910228,92575.0000,92850.0000,91575.0000,91700.0000,301605,678800,0,0,0.0000
19910301,90850.0000,92875.0000,90850.0000,92812.5000,312400,663730,0,0,0.0000
19910304,93050.0000,93162.5000,92250.0000,92412.5000,286470,616025,0,0,0.0000
19910305,92650.0000,94650.0000,92537.5000,94337.5000,484640,563930,0,0,0.0000
19910306,94725.0000,95112.5000,93850.0000,94150.0000,444660,485000,0,0,0.0000
19910307,94150.0000,94450.0000,93875.0000,93912.5000,387440,409975,199106,199106,0.0000
19910308,94912.5000,95700.0000,94425.0000,94725.0000,378450,495085,0,0,862.5000
19910311,94850.0000,94850.0000,94025.0000,94250.0000,307750,533385,0,0,0.0000
19910312,94125.0000,94650.0000,93250.0000,93550.0000,376620,583420,0,0,0.0000
19910313,93600.0000,94775.0000,93400.0000,94762.5000,385820,635145,0,0,0.0000
19910314,94850.0000,95550.0000,93625.0000,94237.5000,448100,684090,0,0,0.0000
19910315,94200.0000,94475.0000,93325.0000,93887.5000,240955,698605,0,0,0.0000
19910318,93650.0000,94450.0000,93000.0000,94000.0000,240890,689690,0,0,0.0000
19910319,93000.0000,93175.0000,92000.0000,92500.0000,221785,694635,0,0,0.0000
19910320,92500.0000,93150.0000,92200.0000,92850.0000,200660,692755,0,0,0.0000
19910321,93250.0000,93625.0000,92300.0000,92412.5000,198680,693035,0,0,0.0000
19910322,92300.0000,92875.0000,92025.0000,92800.0000,176420,696560,0,0,0.0000
19910325,92525.0000,93612.5000,92450.0000,93212.5000,184070,697835,0,0,0.0000
19910326,93075.0000,94975.0000,92950.0000,94925.0000,222390,693250,0,0,0.0000
19910327,95225.0000,95462.5000,94250.0000,94637.5000,235250,683305,0,0,0.0000
19910328,94937.5000,95037.5000,94000.0000,94062.5000,155335,671270,0,0,0.0000
19910401,94100.0000,94287.5000,93100.0000,93400.0000,175460,676060,0,0,0.0000
19910402,93562.5000,95650.0000,93562.5000,95512.5000,263980,701635,0,0,0.0000
19910403,95625.0000,96125.0000,95125.0000,95162.5000,234575,698975,0,0,0.0000
19910404,95425.0000,96250.0000,94837.5000,95500.0000,234590,688415,0,0,0.0000
19910405,95625.0000,96037.5000,93975.0000,94350.0000,255450,701060,0,0,0.0000
19910408,94312.5000,95325.0000,94075.0000,95275.0000,182575,693480,0,0,0.0000
19910409,95100.0000,95425.0000,93725.0000,93900.0000,243680,696205,0,0,0.0000
19910410,93950.0000,94300.0000,93187.5000,93950.0000,244115,702175,0,0,0.0000
19910411,94250.0000,95450.0000,94250.0000,95275.0000,254545,703380,0,0,0.0000
